date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:07:19	40642/40642	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225eb02c84-9ec2%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProRegular.eot	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProRegular.eot	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
17:07:19	46088/46088	---M--	200	added ('OK')	application/octet-stream	etag:%225eb02c83-b408%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProMedium.ttf	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProMedium.ttf	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
17:07:19	21742/21742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225eb02c83-54ee%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProMedium.eot	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProMedium.eot	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
17:07:19	40856/40856	---M--	200	added ('OK')	application/octet-stream	etag:%225eb02c82-9f98%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProBold.ttf	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProBold.ttf	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
17:07:20	41038/41038	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225eb02c82-a04e%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProBold.eot	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProBold.eot	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
17:07:20	124872/124872	---M--	200	added ('OK')	application/octet-stream	etag:%225eb02c85-1e7c8%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/fonts/Verdana-Bold.ttf	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/fonts/Verdana-Bold.ttf	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
17:07:20	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2015:07:20%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/fonts/erdana-Bold.eot	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/fonts/erdana-Bold.eot	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
17:07:20	139734/139734	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c89-221d6%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/head_bg.jpg	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/images/head_bg.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
17:07:21	4733/4733	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb02c89-127d%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/pdf.svg	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/images/pdf.svg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
17:07:21	11046/11046	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb02c89-2b26%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
17:07:21	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2015:07:21%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/bg_toch.png	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/images/bg_toch.png	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
17:07:21	1063/1063	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb02c8c-427%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/tel.svg	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/images/tel.svg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
17:07:22	30907/30907	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb02c89-78bb%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_techosens.svg	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_techosens.svg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
17:07:22	100680/100680	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c8b-18948%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/services_bg.jpg	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/images/services_bg.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
17:07:22	37071/37071	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c8c-90cf%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/technical_bg.jpg	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/images/technical_bg.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
17:07:22	85654/85654	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c88-14e96%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/consultation_bg.jpg	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/images/consultation_bg.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
17:07:22	2366/2366	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c88-93e%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/h3_kv.jpg	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/images/h3_kv.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
17:07:23	5267/5267	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c8a-1493%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/scheme_polo.jpg	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/images/scheme_polo.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
17:07:23	5585/5585	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c8b-15d1%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/scheme_polo2.jpg	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/images/scheme_polo2.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
17:07:23	31423/31423	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c88-7abf%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/contacts_bg.jpg	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/images/contacts_bg.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
17:07:23	30933/30933	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb02c89-78d5%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_techosens_f.svg	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_techosens_f.svg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
17:07:23	104700/104700	---MCZ	200	added ('OK')	image/png	etag:W/%225ed12d96-198fc%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/cont_bg.png	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/images/cont_bg.png	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
17:07:24	18163/18163	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb02c89-46f3%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_push-k.svg	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_push-k.svg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
17:07:24	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2015:07:24%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/shape/GET	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/shape/GET	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/shape/pdf.html)
17:07:25	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2015:07:24%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/shape/giItT1WQy@!-/	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/shape/giItT1WQy@!-/index.html	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/shape/pdf.html)
17:07:25	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2015:07:25%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/shape/images/	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/shape/images/index.html	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/shape/pdf.html)
17:07:25	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2015:07:25%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC99E.jpg	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC99E.3b.delayed	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg)
17:07:26	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2015:07:26%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A2.jpg	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A2.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg)
17:07:26	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2015:07:26%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A5.jpg	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A5.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg)
17:07:26	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2015:07:26%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A6.jpg	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A6.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg)
17:07:26	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2015:07:26%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A4.jpg	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A4.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg)
17:07:27	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2015:07:27%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A3.jpg	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A3.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg)
17:07:27	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2015:07:27%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9AD.jpg	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9AD.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg)
17:07:27	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2015:07:27%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9AE.jpg	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9AE.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg)
17:07:27	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2015:07:27%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/9DCC5872.jpg	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/images/9DCC5872.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_techosens.svg)
17:07:28	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2015:07:28%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/9DCC5871.jpg	D:/testProject/danfoss-drives.com.ua/wp-content/themes/technosence/images/9DCC5871.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_techosens_f.svg)
